object-id,district,timeperiod,risk-score,topsis-score,flood-hazard,exposure,vulnerability,government-response,max-temp,mean-rain,mean-ndvi,sum-population,total-hhd,forest-cover-pct,mean-sex-ratio,sum-aged-population,poverty-rate,fire-stations-count,emergency-budget,response-personnel
08-03,SAN IGNACIO,2025_06,5,0.6574,4,1,1,2,28.3,6.45,0.434,101494,8224,42.6,959.9,183,45.7,2,2690.8,110
08-03,SAN IGNACIO,2025_07,4,0.9151,1,5,2,4,38.2,4.59,0.221,34108,37917,36.2,963.6,9809,39.3,3,1996.4,84
08-03,SAN IGNACIO,2025_08,3,0.8126,5,2,4,3,32.8,3.24,0.7,52136,14771,41.6,1029.8,19221,42.4,4,3160.4,78
08-03,SAN IGNACIO,2025_09,1,0.2829,5,3,5,1,41.9,0.88,0.535,186160,50735,63.8,1008.1,2947,32.8,3,4948.1,8
08-03,SAN IGNACIO,2025_10,4,0.6796,5,2,2,3,31.1,0.89,0.213,104139,14581,16.6,1034.2,18767,9.1,3,3884.8,65
08-03,SAN IGNACIO,2025_11,5,0.6114,5,1,1,2,31.2,2.18,0.313,126842,55453,73.7,1018.8,6771,46.3,2,2676.7,27
08-03,SAN IGNACIO,2025_12,3,0.1388,5,5,3,1,38.2,7.64,0.669,131400,28878,5.2,1059.3,17889,11.6,3,71.9,74
08-03,SAN IGNACIO,2026_01,5,0.6563,5,1,1,1,39.9,5.25,0.704,236260,5566,14.9,1007.4,13721,42.1,0,2032.9,141
08-03,SAN IGNACIO,2026_02,1,0.7358,1,5,5,1,31.5,1.16,0.723,203774,26789,24.2,1047.4,10834,20.1,2,4443.0,17
08-03,SAN IGNACIO,2026_03,2,0.3714,1,4,1,4,35.9,5.37,0.441,248208,13566,19.7,1005.2,1975,11.2,6,2413.2,220
08-04,SAN MIGUEL,2025_04,1,0.7721,1,2,2,1,36.2,2.48,0.659,6252,18241,28.1,995.7,191,14.5,4,2787.1,169
08-04,SAN MIGUEL,2025_05,1,0.3459,1,2,5,4,39.9,2.39,0.232,129029,10341,68.4,1012.9,14341,27.1,4,1855.1,99
08-04,SAN MIGUEL,2025_06,3,0.8312,2,5,1,2,35.8,7.71,0.173,169025,65946,27.9,1056.5,21598,47.4,0,3916.6,75
08-04,SAN MIGUEL,2025_07,2,0.3121,2,1,3,3,40.3,0.61,0.292,243193,44476,20.7,946.2,19606,34.5,5,944.0,19
08-04,SAN MIGUEL,2025_08,4,0.5657,3,3,2,3,30.5,5.25,0.594,236205,10337,2.2,1016.0,9323,27.5,6,343.7,183
08-04,SAN MIGUEL,2025_09,4,0.5962,5,5,3,5,35.4,7.28,0.406,160468,37505,45.6,1057.8,19641,16.8,0,172.5,29
08-04,SAN MIGUEL,2025_10,5,0.9418,3,4,4,3,41.1,7.34,0.275,97436,66673,27.5,957.5,6086,25.9,5,450.4,41
08-04,SAN MIGUEL,2025_11,4,0.4436,3,4,3,1,31.6,6.99,0.436,175889,6114,9.1,1043.1,21477,44.8,0,4197.4,3
08-04,SAN MIGUEL,2025_12,4,0.5329,4,2,3,1,39.0,4.1,0.617,28897,1174,2.3,1016.6,13545,24.4,4,313.8,71
08-04,SAN MIGUEL,2026_01,1,0.513,5,2,1,4,33.7,1.54,0.582,33906,46529,76.8,1019.2,4637,17.2,4,757.5,46
08-04,SAN MIGUEL,2026_02,5,0.2318,1,5,3,4,32.6,1.24,0.266,160858,39449,4.7,972.8,1328,37.1,4,1354.5,156
08-04,SAN MIGUEL,2026_03,1,0.2939,1,1,2,3,37.3,6.61,0.717,84422,25959,29.4,1033.6,14566,45.1,1,3835.4,137
08-05,SAN PATRICIO,2025_04,5,0.2116,1,4,3,1,37.0,7.49,0.366,130286,5865,53.5,995.7,7922,9.2,4,105.6,20
08-05,SAN PATRICIO,2025_05,1,0.8607,1,5,3,3,31.4,0.62,0.35,200981,17047,69.7,1001.3,3182,45.2,2,1453.8,144
08-05,SAN PATRICIO,2025_06,4,0.7799,3,2,5,1,30.5,5.13,0.554,244834,29764,3.9,966.6,11333,27.9,4,3219.5,8
08-05,SAN PATRICIO,2025_07,2,0.495,5,1,2,1,31.1,5.29,0.585,190409,58778,23.5,1050.1,7899,40.9,3,2989.4,5
08-05,SAN PATRICIO,2025_08,3,0.7922,5,3,3,4,39.0,4.74,0.334,203367,3233,48.8,973.4,18921,43.8,0,4173.9,156
08-05,SAN PATRICIO,2025_09,4,0.5815,1,3,3,2,35.3,6.41,0.407,100897,9239,64.6,986.6,13824,26.4,1,2272.7,71
08-05,SAN PATRICIO,2025_10,3,0.4774,1,1,4,3,30.0,3.31,0.706,111642,9558,27.7,1047.9,1969,13.6,1,3182.4,133
08-05,SAN PATRICIO,2025_11,3,0.2653,4,5,5,2,37.0,6.79,0.327,80982,60771,68.6,999.9,5959,20.9,6,65.6,74
08-05,SAN PATRICIO,2025_12,2,0.3043,2,3,2,2,32.2,0.04,0.169,22975,60055,63.0,976.9,23647,21.2,1,4712.6,103
08-05,SAN PATRICIO,2026_01,5,0.1918,5,3,3,4,31.9,7.65,0.707,102708,23321,73.7,1007.6,12463,8.6,2,839.4,117
08-05,SAN PATRICIO,2026_02,1,0.3033,2,2,2,5,39.1,5.41,0.325,49522,29629,75.0,978.7,17673,44.9,1,2636.3,59
08-05,SAN PATRICIO,2026_03,1,0.3376,2,5,4,4,30.6,7.05,0.52,25762,58515,15.6,998.2,5193,32.0,6,672.5,79
08-06,SANTA MARÍA,2025_04,1,0.4462,5,2,1,3,37.6,4.72,0.69,102256,28014,42.8,1058.9,212,23.8,1,4100.6,194
08-06,SANTA MARÍA,2025_05,1,0.9255,1,2,5,2,35.0,2.42,0.618,217305,47462,2.7,958.1,13746,11.8,4,262.8,149
08-06,SANTA MARÍA,2025_06,2,0.6465,2,3,5,2,34.9,3.9,0.512,2540,8119,57.6,962.1,19113,33.9,3,515.3,39
08-06,SANTA MARÍA,2025_07,2,0.8154,4,3,4,1,35.2,2.95,0.732,83029,822,64.5,1009.5,20420,40.5,1,1150.0,75
08-06,SANTA MARÍA,2025_08,3,0.7179,2,2,2,1,41.5,5.21,0.431,242136,10391,26.5,985.2,14503,37.4,6,1240.4,5
08-06,SANTA MARÍA,2025_09,1,0.6227,3,2,5,1,40.9,5.36,0.734,114173,55644,63.2,980.8,11341,15.1,3,3247.6,196
08-06,SANTA MARÍA,2025_10,4,0.1569,1,5,2,5,29.2,5.6,0.343,145508,7701,37.0,948.9,23687,33.0,1,677.6,19
08-06,SANTA MARÍA,2025_11,1,0.4322,5,4,1,4,36.8,3.82,0.407,89896,32753,13.7,963.8,15984,12.9,2,2937.2,20
08-06,SANTA MARÍA,2025_12,2,0.4218,5,3,5,3,33.8,7.29,0.2,76990,20452,54.1,963.1,1362,9.2,5,1239.3,214
08-06,SANTA MARÍA,2026_01,3,0.757,2,5,5,5,40.7,1.19,0.296,184790,10087,19.8,971.2,11341,32.0,5,2521.0,99
08-06,SANTA MARÍA,2026_02,4,0.6207,2,4,5,3,29.4,5.27,0.271,181047,65633,37.5,1008.4,11218,43.8,4,714.5,26
08-06,SANTA MARÍA,2026_03,1,0.7621,1,4,3,2,37.8,3.14,0.26,118684,29378,76.9,984.3,4784,27.5,2,1593.3,90
08-07,SANTA ROSA,2025_04,2,0.9179,2,4,3,4,32.4,6.01,0.518,109671,34602,47.5,1001.4,19339,25.0,1,1407.8,207
08-07,SANTA ROSA,2025_05,5,0.3448,3,1,1,3,33.7,1.1,0.153,110337,17488,85.5,990.3,12602,29.4,2,4296.6,38
08-07,SANTA ROSA,2025_06,1,0.8364,2,4,4,4,30.5,7.56,0.594,186065,3355,54.8,1010.1,7111,18.3,2,4335.0,20
08-07,SANTA ROSA,2025_07,2,0.5892,3,4,3,1,30.6,6.3,0.326,131349,60985,49.3,1042.8,22962,34.7,5,51.1,90
08-07,SANTA ROSA,2025_08,4,0.7146,4,2,3,1,40.1,2.33,0.543,122312,3675,19.5,1018.0,17407,13.4,2,2274.9,176
08-07,SANTA ROSA,2025_09,2,0.758,2,4,2,1,41.0,5.59,0.312,18785,52235,44.0,1031.9,14640,8.5,1,2046.8,58
08-07,SANTA ROSA,2025_10,2,0.8214,5,4,2,1,29.6,7.91,0.68,218384,20363,4.3,1053.9,1655,43.7,5,3385.9,76
08-07,SANTA ROSA,2025_11,5,0.8804,2,4,3,5,30.8,7.94,0.278,224590,59660,60.1,985.7,16745,14.7,5,2710.5,105
08-07,SANTA ROSA,2025_12,4,0.7152,1,2,4,1,39.9,5.12,0.302,242478,37991,78.6,1045.2,19690,13.3,4,4927.2,109
08-07,SANTA ROSA,2026_01,3,0.583,1,1,2,2,31.7,2.96,0.67,240052,28700,34.2,1039.0,79,11.1,2,1473.0,30
08-07,SANTA ROSA,2026_02,4,0.3932,5,1,5,1,31.0,4.19,0.456,169489,5182,26.6,1016.6,2057,19.3,2,1225.1,91
08-07,SANTA ROSA,2026_03,4,0.4272,5,3,1,2,39.7,1.53,0.531,29008,36471,46.3,966.1,10217,26.3,2,2538.3,52
08-08,SANTIAGO,2025_04,1,0.6308,1,1,4,5,41.0,3.05,0.418,129679,59587,49.2,944.3,19979,9.5,3,3955.7,170
08-08,SANTIAGO,2025_05,1,0.4441,5,5,5,2,34.8,0.82,0.206,97895,68127,81.8,990.9,17002,47.1,0,444.2,148
08-08,SANTIAGO,2025_06,4,0.8026,4,4,3,5,38.3,4.17,0.548,43898,54740,7.6,1044.4,23623,20.8,0,1677.5,139
08-08,SANTIAGO,2025_07,2,0.4187,3,3,5,1,36.2,3.38,0.414,41308,48946,23.2,1054.2,8158,31.1,4,3856.9,132
08-08,SANTIAGO,2025_08,2,0.3399,4,4,2,1,34.6,6.21,0.439,148684,6177,7.7,979.6,8821,45.2,3,2749.3,156
08-08,SANTIAGO,2025_09,2,0.1037,2,1,2,5,32.8,1.26,0.645,48863,63282,66.8,991.6,18405,40.4,1,1290.1,19
08-08,SANTIAGO,2025_10,3,0.7894,1,2,3,2,40.2,2.96,0.33,29917,31767,2.4,1005.3,6290,45.7,0,2685.2,146
08-08,SANTIAGO,2025_11,4,0.2063,1,4,2,5,40.1,6.76,0.72,209974,62774,42.3,1050.4,24811,12.6,6,2516.3,37
08-08,SANTIAGO,2025_12,3,0.209,4,5,4,2,28.0,4.82,0.155,239869,11371,14.6,945.8,4688,36.7,2,721.2,77
08-08,SANTIAGO,2026_01,3,0.5155,1,3,4,4,41.8,0.75,0.521,245248,56493,82.4,1021.3,19139,33.2,0,1893.5,183
08-08,SANTIAGO,2026_02,5,0.4693,4,4,4,4,32.1,4.86,0.584,100992,69183,75.5,963.4,8766,8.6,4,3572.7,40
08-08,SANTIAGO,2026_03,2,0.8957,3,2,4,3,30.7,3.67,0.27,184074,24394,12.9,950.6,2538,38.4,1,4920.7,182
08-09,VILLA FLORIDA,2025_04,1,0.4899,3,3,4,2,33.9,6.1,0.351,208724,15480,9.1,1053.4,1267,37.8,0,238.4,103
08-09,VILLA FLORIDA,2025_05,2,0.4562,1,5,1,2,33.6,4.48,0.581,177485,34795,74.6,1049.2,19641,26.2,4,4594.2,54
08-09,VILLA FLORIDA,2025_06,2,0.3708,5,5,2,3,34.9,0.71,0.262,76367,53311,42.6,951.0,8312,23.4,5,2536.7,107
08-09,VILLA FLORIDA,2025_07,4,0.8251,2,2,1,2,29.3,7.96,0.447,38361,53933,38.4,957.6,17038,13.7,3,2702.9,69
08-09,VILLA FLORIDA,2025_08,5,0.8664,4,2,3,1,28.6,0.28,0.678,179026,19013,3.8,986.9,1676,11.5,5,3736.5,204
08-09,VILLA FLORIDA,2025_09,1,0.3717,5,1,5,3,31.9,6.59,0.447,32026,53013,84.1,964.4,1918,43.2,5,3632.9,62
08-09,VILLA FLORIDA,2025_10,3,0.8638,2,4,5,2,39.4,0.72,0.185,191368,5443,52.7,1003.2,19553,31.5,0,2774.2,135
08-09,VILLA FLORIDA,2025_11,1,0.7181,3,5,1,2,35.4,7.86,0.288,185243,37027,7.5,1005.3,19715,38.2,4,3421.1,161
08-09,VILLA FLORIDA,2025_12,2,0.142,3,2,4,4,33.9,1.94,0.4,46667,3741,46.0,1037.3,4648,47.4,5,3183.2,135
08-09,VILLA FLORIDA,2026_01,1,0.3965,5,3,4,3,38.8,6.77,0.673,240907,29373,8.3,1039.4,2942,9.5,2,3410.8,56
08-09,VILLA FLORIDA,2026_02,2,0.1071,5,4,4,2,36.5,4.95,0.324,38571,12907,50.0,1058.5,24527,20.3,5,2122.5,61
08-09,VILLA FLORIDA,2026_03,4,0.9489,3,1,1,4,39.4,3.42,0.564,27767,67227,44.6,987.8,4154,34.3,4,4056.2,57
08-10,YABEBYRY,2025_04,4,0.8878,4,5,5,3,28.3,5.83,0.388,205407,21663,41.6,988.2,19452,14.4,3,2172.6,115
08-10,YABEBYRY,2025_05,5,0.8062,5,1,5,2,34.3,3.18,0.72,216177,43080,16.5,1006.0,21048,32.1,5,2698.1,157
08-10,YABEBYRY,2025_06,1,0.4942,5,5,2,3,35.9,0.85,0.344,165181,62971,43.3,958.3,10624,47.0,6,2490.1,77
08-10,YABEBYRY,2025_07,1,0.5667,2,5,3,5,28.3,0.23,0.193,188274,38629,12.7,992.9,12748,21.2,4,2921.9,148
08-10,YABEBYRY,2025_08,1,0.9104,2,5,3,4,32.9,0.74,0.47,23044,15461,74.4,977.0,14092,9.6,6,3264.4,200
08-10,YABEBYRY,2025_09,1,0.1037,5,2,3,3,36.3,5.11,0.464,119232,64892,32.1,995.6,1681,33.1,5,103.0,38
08-10,YABEBYRY,2025_10,5,0.2668,1,1,2,3,36.9,0.51,0.454,221050,5235,44.4,960.5,24764,46.8,3,3314.6,155
08-10,YABEBYRY,2025_11,3,0.2268,2,2,2,2,33.7,1.69,0.221,149008,2554,35.1,1046.4,496,39.3,3,3201.9,7
08-10,YABEBYRY,2025_12,2,0.7905,2,4,4,2,31.6,6.44,0.421,64709,62047,83.3,1028.2,9496,47.8,5,4048.7,128
08-10,YABEBYRY,2026_01,1,0.7857,3,3,4,5,33.1,3.26,0.616,132033,34016,6.3,985.7,16202,39.6,2,3236.8,66
08-10,YABEBYRY,2026_02,3,0.286,3,1,3,4,37.2,7.17,0.735,175712,55397,32.4,1044.9,6558,34.7,6,1353.0,52
08-10,YABEBYRY,2026_03,3,0.5773,2,3,5,4,36.8,6.84,0.649,58579,57408,86.2,1039.6,17010,20.5,1,165.9,171
09,PARAGUARÍ,2025_04,4,0.5781,3,4,3,3,40.6,3.89,0.374,1609787,731312,51.5,1012.9,265651,26.9,56,36241.6,1603
09,PARAGUARÍ,2025_05,3,0.559,3,3,3,3,41.7,3.7,0.431,2602588,639716,45.1,1008.6,213659,24.4,62,41580.3,1900
09,PARAGUARÍ,2025_06,3,0.5109,3,3,3,3,40.7,3.9,0.454,2440836,490142,43.7,980.9,256690,31.7,46,40307.9,2004
09,PARAGUARÍ,2025_07,2,0.4949,3,3,2,3,41.3,4.19,0.471,2342132,647082,44.8,985.0,223661,31.6,49,46791.1,1627
09,PARAGUARÍ,2025_08,3,0.4274,3,2,4,3,41.8,4.2,0.416,1398040,708313,54.4,1002.1,245633,29.6,43,42313.0,2177
09,PARAGUARÍ,2025_09,3,0.5518,3,4,3,3,40.8,3.9,0.526,2066255,529022,44.5,997.7,266857,27.5,55,45997.5,2094
09,PARAGUARÍ,2025_10,3,0.5984,3,3,3,4,41.1,3.92,0.484,2413564,596502,39.0,996.4,236818,24.9,54,53124.5,2087
09,PARAGUARÍ,2025_11,3,0.5297,3,4,3,3,41.1,3.86,0.483,2286658,588529,50.0,1004.3,211061,27.1,51,40791.6,2163
09,PARAGUARÍ,2025_12,3,0.6535,4,4,4,4,41.5,3.84,0.431,2197503,696073,37.3,1005.2,237081,35.4,58,45702.3,2207
09,PARAGUARÍ,2026_01,3,0.6094,3,3,4,4,41.6,3.06,0.443,2715915,667330,46.9,997.1,264303,27.9,51,53308.5,1464
09,PARAGUARÍ,2026_02,3,0.6114,3,2,3,3,41.8,3.67,0.442,2245595,631290,50.6,988.4,251647,31.0,66,46855.5,2476
09,PARAGUARÍ,2026_03,3,0.5343,3,3,3,2,41.3,3.95,0.377,2341114,683466,54.5,992.3,246992,27.6,54,38566.2,2229
09-01,PARAGUARÍ,2025_04,4,0.5018,5,4,1,5,40.6,2.33,0.245,233688,54044,68.3,1013.2,7207,34.3,5,1274.1,64
09-01,PARAGUARÍ,2025_05,4,0.9473,3,5,1,3,28.3,5.79,0.333,211639,8308,33.1,1026.5,19575,15.0,2,2016.4,44
09-01,PARAGUARÍ,2025_06,1,0.1435,2,3,2,5,38.6,4.54,0.568,119135,30289,80.7,998.8,4699,41.8,4,1587.4,164
09-01,PARAGUARÍ,2025_07,3,0.6669,1,2,5,1,28.9,1.1,0.485,94055,14909,32.5,1021.2,22631,35.9,0,1513.5,89
09-01,PARAGUARÍ,2025_08,1,0.6592,5,1,3,2,32.8,7.08,0.234,123633,35210,68.4,1022.4,22481,17.3,1,3758.0,160
09-01,PARAGUARÍ,2025_09,3,0.2599,1,1,2,2,37.2,4.61,0.315,229786,22371,36.5,962.2,15146,40.7,1,2765.8,217
09-01,PARAGUARÍ,2025_10,4,0.8702,3,1,1,5,33.1,1.79,0.265,189409,46387,32.0,981.1,2679,18.4,6,2168.3,12
09-01,PARAGUARÍ,2025_11,5,0.8002,1,5,2,3,29.3,3.81,0.691,81806,45591,73.3,977.5,22471,16.8,3,3498.7,197
09-01,PARAGUARÍ,2025_12,4,0.2154,2,5,1,4,34.4,1.98,0.3,27026,18902,74.7,1020.1,15635,23.0,3,3601.3,197
09-01,PARAGUARÍ,2026_01,2,0.7469,3,1,2,4,28.4,2.06,0.221,207399,58443,35.7,941.7,20413,45.3,3,2863.7,23
09-01,PARAGUARÍ,2026_02,5,0.8074,2,1,2,5,36.4,7.6,0.411,131517,8274,28.7,943.9,10861,36.8,6,2959.1,38
09-01,PARAGUARÍ,2026_03,2,0.8772,4,4,2,1,41.3,7.62,0.279,206903,30535,73.2,1003.7,18270,29.2,0,1556.7,90
09-02,ACAHAY,2025_04,1,0.6589,2,1,2,3,36.5,1.94,0.329,14110,19473,49.6,1034.3,7833,12.3,2,679.9,94
09-02,ACAHAY,2025_05,3,0.4753,4,2,5,5,28.9,5.75,0.326,8365,37886,56.1,963.3,2837,28.9,5,1031.6,78
09-02,ACAHAY,2025_06,2,0.4705,5,3,2,1,40.4,5.49,0.663,176187,63913,43.6,1021.4,3562,20.8,3,752.4,151
09-02,ACAHAY,2025_07,1,0.9064,4,5,2,4,40.6,7.68,0.635,240472,59733,20.4,959.4,3705,41.7,1,3432.8,23
09-02,ACAHAY,2025_08,1,0.7215,4,2,5,2,30.2,4.75,0.298,150688,10398,69.7,993.1,22312,26.4,6,2430.6,199
09-02,ACAHAY,2025_09,1,0.4051,5,5,4,4,28.0,5.15,0.358,157938,11113,34.1,963.6,8382,19.0,0,71.6,47
09-02,ACAHAY,2025_10,1,0.2113,4,5,2,5,34.9,4.9,0.682,197238,41090,56.9,1045.7,5623,31.8,4,2010.8,196
09-02,ACAHAY,2025_11,4,0.1401,1,3,1,5,38.9,6.31,0.314,181527,60693,60.4,975.7,2304,29.5,5,748.1,203
09-02,ACAHAY,2025_12,4,0.5604,1,1,1,2,39.6,5.32,0.418,20788,6852,76.9,977.6,8035,17.8,3,319.3,141
09-02,ACAHAY,2026_01,3,0.2357,1,1,2,5,37.2,1.35,0.628,47563,4632,68.3,1028.8,22500,37.2,6,3367.1,135
09-02,ACAHAY,2026_02,1,0.7151,4,2,4,1,31.3,4.52,0.551,24532,63268,87.2,1028.6,19718,8.5,5,2561.2,182
09-02,ACAHAY,2026_03,3,0.6508,4,4,2,1,28.6,2.83,0.198,185172,13570,69.1,1056.0,339,26.3,3,1222.4,145
09-03,CAAPUCÚ,2025_04,3,0.8407,1,5,5,3,29.5,1.73,0.154,99337,11107,67.8,1045.9,19191,38.1,4,1338.9,166
09-03,CAAPUCÚ,2025_05,3,0.4075,3,4,5,4,30.0,3.16,0.353,217666,15558,53.6,994.4,16385,11.1,3,2241.8,177
09-03,CAAPUCÚ,2025_06,1,0.6849,5,5,4,2,39.9,1.92,0.363,29931,18125,65.8,1031.8,12556,44.9,3,2728.6,8
09-03,CAAPUCÚ,2025_07,3,0.4089,2,4,1,2,35.6,6.82,0.437,77103,6599,16.3,956.8,22574,34.2,5,3811.9,75
09-03,CAAPUCÚ,2025_08,4,0.9172,3,3,4,4,30.5,3.39,0.587,2222,39409,83.8,953.3,15027,24.6,0,3427.3,46
09-03,CAAPUCÚ,2025_09,1,0.4184,3,5,2,1,36.4,7.92,0.592,56318,54981,24.5,943.3,8250,23.5,3,2702.5,146
09-03,CAAPUCÚ,2025_10,4,0.6042,4,1,2,4,35.7,6.24,0.289,9420,36977,48.6,998.4,19820,44.8,1,2019.8,60
09-03,CAAPUCÚ,2025_11,1,0.7507,5,2,2,5,29.6,5.15,0.44,17112,50740,30.4,966.8,2160,9.7,2,268.4,192
09-03,CAAPUCÚ,2025_12,2,0.5922,1,5,4,2,29.8,1.26,0.438,137946,25741,3.8,1004.4,14675,35.9,6,4944.7,104
09-03,CAAPUCÚ,2026_01,1,0.8208,4,3,4,5,36.6,6.32,0.586,174010,33535,73.6,997.2,9384,31.3,3,3128.9,16
09-03,CAAPUCÚ,2026_02,3,0.237,2,1,4,1,29.5,4.37,0.396,90015,55223,32.6,1028.5,18167,32.8,5,528.0,4
09-03,CAAPUCÚ,2026_03,4,0.1654,2,3,4,2,29.3,3.26,0.647,46082,60923,86.4,984.0,11597,25.9,1,3729.3,194
09-04,CABALLERO,2025_04,4,0.1879,5,3,5,4,31.1,7.31,0.454,25246,28190,47.2,1022.8,19382,33.9,4,286.7,137
09-04,CABALLERO,2025_05,2,0.693,1,2,1,4,29.1,7.93,0.359,210494,23010,11.9,966.6,22694,15.8,0,4015.6,63
09-04,CABALLERO,2025_06,1,0.4997,5,3,3,5,28.5,6.78,0.336,159824,7877,22.9,1020.7,19755,22.3,2,1870.4,200
09-04,CABALLERO,2025_07,3,0.528,3,4,2,5,40.8,4.39,0.649,42146,63654,75.2,1059.9,7187,32.2,1,744.6,84
09-04,CABALLERO,2025_08,3,0.19,3,1,5,2,32.5,7.04,0.19,195738,33800,73.6,1044.1,5931,44.2,0,4098.1,48
09-04,CABALLERO,2025_09,2,0.4449,1,1,5,4,31.3,4.79,0.365,27603,27751,64.2,1006.6,10481,17.4,2,1960.3,200
09-04,CABALLERO,2025_10,1,0.6126,1,4,5,4,35.3,5.9,0.615,164991,6547,58.0,991.4,21729,20.2,6,2904.9,120
09-04,CABALLERO,2025_11,2,0.6352,1,5,5,5,40.1,5.62,0.427,168736,25165,30.3,1053.5,3095,24.7,4,340.6,54
09-04,CABALLERO,2025_12,2,0.9185,4,2,4,4,28.4,5.54,0.223,174192,30169,62.8,1057.0,23195,44.8,2,680.4,45
09-04,CABALLERO,2026_01,2,0.7247,3,1,5,5,40.3,6.72,0.288,214173,8538,37.4,1049.5,6106,37.3,3,1577.1,5
09-04,CABALLERO,2026_02,1,0.8578,1,3,3,3,30.4,6.09,0.482,225610,35987,15.4,1058.2,1059,14.3,2,1238.4,216
09-04,CABALLERO,2026_03,3,0.1062,5,3,4,4,32.9,7.16,0.205,177192,67969,38.6,947.8,11071,24.7,2,60.2,207
09-05,CARAPEGUÁ,2025_04,5,0.3423,3,4,3,2,36.7,4.96,0.189,52468,61770,5.3,977.3,20899,13.4,6,1637.4,25
09-05,CARAPEGUÁ,2025_05,5,0.1474,2,4,1,1,28.4,1.6,0.38,163612,35518,17.6,1009.3,5798,9.4,1,1224.5,99
09-05,CARAPEGUÁ,2025_06,4,0.4679,4,5,2,2,36.0,1.87,0.472,26450,33274,10.0,947.9,17802,39.3,1,3052.0,6
09-05,CARAPEGUÁ,2025_07,5,0.7741,3,2,3,2,32.1,3.03,0.554,136319,25118,25.2,963.0,9877,35.0,4,3030.4,62
09-05,CARAPEGUÁ,2025_08,3,0.2774,3,1,5,4,34.1,4.9,0.589,135098,57471,68.7,983.4,9486,15.0,1,3642.7,47
09-05,CARAPEGUÁ,2025_09,4,0.9022,2,5,3,3,28.3,2.15,0.354,220330,3345,51.7,981.7,24924,42.1,5,4519.0,135
09-05,CARAPEGUÁ,2025_10,5,0.9404,5,3,4,1,31.5,3.42,0.693,231015,55805,26.4,965.1,19741,11.8,6,2362.2,86
09-05,CARAPEGUÁ,2025_11,1,0.3198,1,5,5,2,28.1,6.1,0.629,91187,36409,13.7,1001.0,14970,16.5,2,4930.1,191
09-05,CARAPEGUÁ,2025_12,5,0.6483,4,5,4,4,34.3,4.31,0.498,121795,2649,37.1,952.8,22996,42.1,5,130.8,220
09-05,CARAPEGUÁ,2026_01,4,0.5966,1,3,5,4,40.7,0.65,0.728,58332,69129,24.4,1054.2,23506,45.3,3,531.1,102
09-05,CARAPEGUÁ,2026_02,4,0.8049,4,4,3,1,37.1,0.61,0.587,112723,3121,61.0,986.1,21748,19.7,4,4436.4,176
09-05,CARAPEGUÁ,2026_03,2,0.2737,2,3,5,4,36.1,2.62,0.68,244837,36969,29.9,1049.1,21208,21.4,3,2054.5,183
09-06,ESCOBAR,2025_04,5,0.7723,2,4,3,3,28.6,6.6,0.6,71282,23823,70.4,992.2,15504,41.3,4,2947.4,86
09-06,ESCOBAR,2025_05,4,0.2057,1,2,3,1,41.7,5.46,0.294,86862,64791,38.8,960.7,12383,43.0,2,2580.5,204
09-06,ESCOBAR,2025_06,1,0.6348,2,5,3,5,31.4,5.99,0.666,229586,7285,59.7,963.5,16832,22.0,0,3606.1,23
09-06,ESCOBAR,2025_07,1,0.7543,2,4,5,5,33.3,2.67,0.73,162010,27814,2.1,975.3,16555,42.4,1,4534.6,183
09-06,ESCOBAR,2025_08,4,0.4907,5,4,4,1,40.5,3.1,0.399,15528,25967,66.3,965.9,10012,35.2,1,3151.8,68
09-06,ESCOBAR,2025_09,4,0.5324,5,4,2,2,29.5,0.58,0.728,53426,29643,33.9,1021.6,2959,27.1,6,3719.1,14
09-06,ESCOBAR,2025_10,4,0.8504,1,4,3,3,40.1,3.69,0.682,47366,54695,78.6,986.6,12908,25.8,2,3489.2,132
09-06,ESCOBAR,2025_11,5,0.8665,5,5,4,4,31.7,3.97,0.614,100129,36232,60.8,1018.0,9397,41.6,5,1684.7,152
09-06,ESCOBAR,2025_12,3,0.8212,4,4,3,1,41.5,6.27,0.436,124088,55536,50.0,973.8,8738,42.9,0,4792.3,124
09-06,ESCOBAR,2026_01,4,0.4972,1,3,5,4,32.9,2.38,0.196,199756,62259,67.9,1018.2,6864,10.4,4,309.8,10
09-06,ESCOBAR,2026_02,1,0.5853,3,1,4,3,33.6,5.81,0.24,197261,38577,64.1,981.2,17264,47.3,6,1681.0,170
09-06,ESCOBAR,2026_03,4,0.4106,3,2,2,2,41.2,3.44,0.169,181185,2266,76.1,944.4,15333,9.2,4,3689.6,19
09-07,LA COLMENA,2025_04,1,0.7253,3,5,3,4,29.1,4.8,0.609,133560,52811,73.7,1059.2,2893,29.9,5,4435.9,130
09-07,LA COLMENA,2025_05,2,0.7365,4,3,4,4,29.1,5.84,0.432,113424,12690,45.9,1031.7,13431,28.4,5,20.3,186
09-07,LA COLMENA,2025_06,4,0.7231,4,4,4,5,40.4,5.67,0.159,99744,17954,33.7,981.2,19723,31.4,0,2643.2,160
09-07,LA COLMENA,2025_07,1,0.3348,2,2,2,1,38.2,4.59,0.262,112837,37956,75.6,977.9,15817,35.2,4,2684.4,46
09-07,LA COLMENA,2025_08,2,0.157,1,3,1,2,40.3,4.26,0.376,82826,64011,28.4,1044.1,7036,30.1,6,469.6,118
09-07,LA COLMENA,2025_09,5,0.3886,3,4,3,3,39.6,0.02,0.346,70801,37465,10.9,1051.6,24504,43.0,1,4583.3,59
